Wall time,Step,Value
1543275800.33956,0,6.812960624694824
1543275801.0329473,1,6.7197794914245605
1543275801.7262387,2,6.670260906219482
1543275802.4179108,3,6.633615493774414
1543275803.116162,4,6.603781223297119
1543275803.81232,5,6.581126689910889
1543275804.5081637,6,6.558830261230469
1543275805.206054,7,6.53939151763916
1543275805.903082,8,6.526712417602539
1543275806.6041527,9,6.50900936126709
1543275828.2600744,0,6.490984916687012
1543275828.9658792,1,6.4754109382629395
1543275829.6710386,2,6.4617156982421875
1543275830.3751981,3,6.4494309425354
1543275831.0793664,4,6.436583518981934
1543275831.7846072,5,6.424798488616943
1543275832.4936335,6,6.414599418640137
1543275833.2053301,7,6.404847621917725
1543275833.9169762,8,6.3966193199157715
1543275834.6277132,9,6.389451026916504
1543275857.0342014,0,6.474860191345215
1543275857.7432492,1,6.461345672607422
1543275858.4475596,2,6.448434352874756
1543275859.1537282,3,6.437792778015137
1543275859.8579078,4,6.426098346710205
1543275860.564076,5,6.417949676513672
1543275861.2712271,6,6.409567356109619
1543275861.979401,7,6.401374816894531
1543275862.695103,8,6.392766952514648
1543275863.4096978,9,6.38519811630249
1543275885.6320367,0,6.411489963531494
1543275886.3381965,1,6.397021770477295
1543275887.0457308,2,6.387810230255127
1543275887.7518995,3,6.3777756690979
1543275888.4590595,4,6.369263172149658
1543275889.1644747,5,6.360952377319336
1543275889.869684,6,6.354554653167725
1543275890.5748434,7,6.346658706665039
1543275891.280012,8,6.340679168701172
1543275891.9855845,9,6.334473609924316
1543275914.7127588,0,6.371964931488037
1543275915.418918,1,6.361259460449219
1543275916.124002,2,6.353067398071289
1543275916.8301613,3,6.344744682312012
1543275917.5334725,4,6.33811616897583
1543275918.2391553,5,6.330397129058838
1543275918.9453146,6,6.32484769821167
1543275919.6524742,7,6.318383693695068
1543275920.3587742,8,6.311746120452881
1543275921.0649338,9,6.306410789489746
1543275943.549021,0,6.317807197570801
1543275944.2565675,1,6.310174465179443
1543275944.9632006,2,6.305465221405029
1543275945.6704597,3,6.300348281860352
1543275946.377694,4,6.296453475952148
1543275947.0838537,5,6.293064117431641
1543275947.7930508,6,6.289901256561279
1543275948.5008075,7,6.2849931716918945
1543275949.207976,8,6.280627250671387
1543275949.9151273,9,6.278214454650879
1543275972.2451797,0,6.33019495010376
1543275972.9627502,1,6.323054313659668
1543275973.6709387,2,6.317747116088867
1543275974.3780994,3,6.3129754066467285
1543275975.086259,4,6.307902812957764
1543275975.792227,5,6.3056440353393555
1543275976.5015094,6,6.2997145652771
1543275977.2096786,7,6.295563697814941
1543275977.9178674,8,6.29168701171875
1543275978.6240187,9,6.288183212280273
1543276001.1677105,0,6.346294403076172
1543276001.880871,1,6.341982841491699
1543276002.5861728,2,6.337472915649414
1543276003.2913663,3,6.333469867706299
1543276003.9965258,4,6.328889846801758
1543276004.7006855,5,6.32464075088501
1543276005.4058454,6,6.320904731750488
1543276006.1100042,7,6.31728982925415
1543276006.8171654,8,6.313488960266113
1543276007.5225568,9,6.310326099395752
1543276029.554563,0,6.300500392913818
1543276030.2617137,1,6.2941999435424805
1543276030.9668736,2,6.290135860443115
1543276031.6733146,3,6.285624980926514
1543276032.3807273,4,6.281463623046875
1543276033.0888872,5,6.277013301849365
1543276033.7940469,6,6.274423599243164
1543276034.4993033,7,6.272367477416992
1543276035.2062144,8,6.267897605895996
1543276035.9123943,9,6.265918731689453
1543276057.9113803,0,6.303183078765869
1543276058.6195405,1,6.297595024108887
1543276059.3256917,2,6.293461322784424
1543276060.0320075,3,6.2890625
1543276060.7381673,4,6.2866997718811035
1543276061.4443269,5,6.2828755378723145
1543276062.1514866,6,6.280233860015869
1543276062.860565,7,6.276454448699951
1543276063.5657246,8,6.272805213928223
1543276064.2720323,9,6.270877361297607
1543276086.067737,0,6.282449722290039
1543276086.777082,1,6.279923439025879
1543276087.4842515,2,6.276356220245361
1543276088.190785,3,6.275298118591309
1543276088.8959446,4,6.272457122802734
1543276089.602142,5,6.270968914031982
1543276090.3082926,6,6.268045425415039
1543276091.0134523,7,6.266253471374512
1543276091.7196345,8,6.264629364013672
1543276092.425828,9,6.263094425201416
1543276114.3775532,0,6.2939958572387695
1543276115.082722,1,6.289896488189697
1543276115.7880502,2,6.288036823272705
1543276116.4936063,3,6.2858147621154785
1543276117.1997917,4,6.282706260681152
1543276117.9056044,5,6.279439449310303
1543276118.6109898,6,6.277426719665527
1543276119.315596,7,6.275789260864258
1543276120.0199149,8,6.2730393409729
1543276120.726358,9,6.272647857666016
1543276142.2829409,0,6.286173343658447
1543276142.9974167,1,6.28326416015625
1543276143.7106519,2,6.279842376708984
1543276144.4232874,3,6.278282642364502
1543276145.129822,4,6.275650501251221
1543276145.8339813,5,6.2743048667907715
1543276146.54115,6,6.2717437744140625
1543276147.2465863,7,6.271056175231934
1543276147.9518852,8,6.267569065093994
1543276148.6600459,9,6.265009880065918
