Wall time,Step,Value
1543193411.9368825,0,4906.2900390625
1543193412.0489078,1,2391.913330078125
1543193412.1619496,2,5973.85302734375
1543193412.2779398,3,1227.8885498046875
1543193412.3968291,4,3414.77587890625
1543193412.5161107,5,1176.0809326171875
1543193412.633803,6,1592.9967041015625
1543193412.7438838,7,1274.3177490234375
1543193412.8559008,8,774.9262084960938
1543193412.9698052,9,892.0070190429688
1543193427.8304348,0,581.420654296875
1543193427.954464,1,528.898193359375
1543193428.0724983,2,428.2876281738281
1543193428.1825142,3,359.7826232910156
1543193428.2915497,4,283.2149658203125
1543193428.3995638,5,250.66612243652344
1543193428.5096004,6,203.19276428222656
1543193428.6196163,7,224.8657684326172
1543193428.7286386,8,152.6363525390625
1543193428.838664,9,141.41510009765625
1543193443.1669052,0,112.93407440185547
1543193443.2859454,1,113.46224212646484
1543193443.3979573,2,193.94729614257812
1543193443.508982,3,111.67715454101562
1543193443.6170154,4,98.91405487060547
1543193443.726031,5,84.31547546386719
1543193443.8330553,6,76.7041244506836
1543193443.9430807,7,63.273475646972656
1543193444.055596,8,49.30009841918945
1543193444.172141,9,42.50424575805664
1543193460.521091,0,34.31911087036133
1543193460.6428664,1,29.321895599365234
1543193460.7568927,2,312.19732666015625
1543193460.8669178,3,374.9302978515625
1543193460.9759417,4,198.2306365966797
1543193461.0839665,5,184.3061981201172
1543193461.1919909,6,139.2759552001953
1543193461.301016,7,124.32975769042969
1543193461.40904,8,98.76531982421875
1543193461.5180647,9,81.63554382324219
1543193477.02863,0,67.65482330322266
1543193477.1476784,1,56.07200241088867
1543193477.264704,2,45.441097259521484
1543193477.374729,3,37.429847717285156
1543193477.4837453,4,30.97929573059082
1543193477.5917695,5,25.510547637939453
1543193477.7028034,6,21.015878677368164
1543193477.8158205,7,17.799161911010742
1543193477.9248452,8,14.963811874389648
1543193478.0358706,9,12.500658988952637
1543193493.1174378,0,11.153963088989258
1543193493.2384634,1,9.945780754089355
1543193493.3524814,2,8.247886657714844
1543193493.461507,3,390.5914001464844
1543193493.569538,4,355.02301025390625
1543193493.676554,5,208.9987030029297
1543193493.7865787,6,186.98764038085938
1543193493.893603,7,155.25331115722656
1543193494.001627,8,124.66024017333984
1543193494.1096518,9,103.06973266601562
1543193509.5852172,0,82.847900390625
1543193509.7072566,1,114.52379608154297
1543193509.8192704,2,255.89608764648438
1543193509.9292958,3,122.90283966064453
1543193510.0373197,4,123.96610260009766
1543193510.1523547,5,96.64738464355469
1543193510.2653713,6,78.66783905029297
1543193510.3723958,7,140.17478942871094
1543193510.4814205,8,110.50841522216797
1543193510.589445,9,80.57051849365234
1543193526.279834,0,70.06498718261719
1543193526.4028766,1,59.03760528564453
1543193526.5188885,2,46.46369552612305
1543193526.6319141,3,38.37736511230469
1543193526.7429397,4,31.669475555419922
1543193526.853965,5,25.935945510864258
1543193526.9639895,6,21.345684051513672
1543193527.0720139,7,28.048311233520508
1543193527.1800385,8,23.325971603393555
1543193527.2950654,9,19.747529983520508
1543193541.9364054,0,16.350234985351562
1543193542.057436,1,13.483744621276855
1543193542.1704621,2,15.927425384521484
1543193542.2804947,3,12.262164115905762
1543193542.3895109,4,87.49679565429688
1543193542.498544,5,359.4197998046875
1543193542.6065598,6,164.83270263671875
1543193542.7155929,7,139.85150146484375
1543193542.824609,8,126.21773529052734
1543193542.9326336,9,102.22575378417969
1543193559.4582164,0,81.67378234863281
1543193559.5812564,1,66.67382049560547
1543193559.6943038,2,54.67403030395508
1543193559.805318,3,44.580177307128906
1543193559.9133425,4,36.33131408691406
1543193560.0253682,5,29.84440803527832
1543193560.1384032,6,24.63431167602539
1543193560.246418,7,20.780302047729492
1543193560.3564432,8,18.314661026000977
1543193560.4634674,9,15.338197708129883
1543193575.7379518,0,13.982159614562988
1543193575.8539689,1,11.322794914245605
1543193575.9649947,2,10.220000267028809
1543193576.0740187,3,16.037168502807617
1543193576.183043,4,32.61235427856445
1543193576.2910764,5,17.291311264038086
1543193576.400092,6,17.12930679321289
1543193576.508117,7,46.93234634399414
1543193576.6181505,8,163.45123291015625
1543193576.7261763,9,104.01569366455078
1543193592.1369534,0,80.39859008789062
1543193592.25398,1,63.62185287475586
1543193592.3660045,2,52.175140380859375
1543193592.4740298,3,43.8544921875
1543193592.5830538,4,36.76848602294922
1543193592.6900797,5,30.58307456970215
1543193592.7991023,6,25.091552734375
1543193592.9081275,7,20.773048400878906
1543193593.017152,8,17.27316665649414
1543193593.1231763,9,14.157464027404785
1543193608.8310392,0,11.7446870803833
1543193608.9510808,1,9.84913444519043
1543193609.0671155,2,8.333732604980469
1543193609.179132,3,7.077443599700928
1543193609.287156,4,6.3263068199157715
1543193609.3961806,5,9.499715805053711
